	model	race	punishment	severity	acc	diff	expected	unexpected	macrodiff
191	distilbert-base-uncased	White vs Black	7	M6	0.24285714285714285	-0.0005408211333685482	0.0798863242312758	0.08042714536464435	-0.0005408211333685492
192	distilbert-base-uncased	White vs Black	7	M7	0.2	-0.0005146674228724057	0.07618546731713904	0.07670013474001146	-0.0005146674228724141
193	distilbert-base-uncased	White vs Black	7	M8	0.20930232558139536	-0.0008245583836680956	0.07899660751401905	0.07982116589768715	-0.0008245583836681003
194	distilbert-base-uncased	White vs Black	7	M9	0.18	-0.0009786892670672425	0.06854594142692799	0.06952463069399523	-0.0009786892670672342
195	distilbert-base-uncased	White vs Hispanic	15	D1	0.2	-0.010385227298441659	0.1296095192674935	0.13999474656593514	-0.01038522729844163
196	distilbert-base-uncased	White vs Hispanic	15	D2	0.32	-0.007874014788540086	0.10891168556932822	0.1167857003578683	-0.007874014788540079
197	distilbert-base-uncased	White vs Hispanic	15	D3	0.325	-0.009894460606301437	0.10861246236636357	0.118506922972665	-0.009894460606301433
198	distilbert-base-uncased	White vs Hispanic	15	D4	0.32	-0.008186490429798141	0.10488327712810129	0.11306976755789944	-0.008186490429798146
199	distilbert-base-uncased	White vs Hispanic	15	M1	0.44	-0.004792633010656566	0.11157045491039749	0.11636308792105404	-0.0047926330106565496
200	distilbert-base-uncased	White vs Hispanic	15	M2	0.4666666666666667	-0.0033142101031747567	0.11288108512865919	0.11619529523183394	-0.0033142101031747584
201	distilbert-base-uncased	White vs Hispanic	15	M3	0.4444444444444444	-0.009481860122953854	0.11500032420477102	0.12448218432772487	-0.00948186012295385
202	distilbert-base-uncased	White vs Hispanic	15	M4	0.43333333333333335	-0.012013287543474395	0.11665515571755042	0.12866844326102483	-0.012013287543474416
203	distilbert-base-uncased	White vs Hispanic	15	M5	0.4095238095238095	-0.00829065889866754	0.12499901777643699	0.13328967667510452	-0.008290658898667536
204	distilbert-base-uncased	White vs Hispanic	15	M6	0.45714285714285713	-0.008513780041331694	0.1146762958557831	0.12319007589711478	-0.008513780041331687
205	distilbert-base-uncased	White vs Hispanic	15	M7	0.36428571428571427	-0.004452338594169958	0.10723047172655888	0.11168281032072884	-0.004452338594169963
206	distilbert-base-uncased	White vs Hispanic	15	M8	0.4930232558139535	-0.0034874575449489486	0.11327690447192988	0.11676436201687886	-0.003487457544948974
207	distilbert-base-uncased	White vs Hispanic	15	M9	0.485	-0.005303835539998545	0.10423418772730653	0.10953802326730507	-0.005303835539998539
208	distilbert-base-uncased	White vs Hispanic	2	D1	0.2	-0.005241583726213626	0.11517394154798237	0.120415525274196	-0.005241583726213625
209	distilbert-base-uncased	White vs Hispanic	2	D2	0.32	-0.004903904056409374	0.09209452644689005	0.09699843050329943	-0.004903904056409378
210	distilbert-base-uncased	White vs Hispanic	2	D3	0.3	-0.0063670437026303265	0.09068517071500533	0.09705221441763565	-0.006367043702630318
211	distilbert-base-uncased	White vs Hispanic	2	D4	0.28	-0.00468459427822381	0.09064825722947713	0.09533285150770095	-0.004684594278223819
212	distilbert-base-uncased	White vs Hispanic	2	M1	0.4	-0.002448528461391109	0.09062035831040699	0.0930688867717981	-0.0024485284613911112
213	distilbert-base-uncased	White vs Hispanic	2	M2	0.26666666666666666	-0.0025008345110109163	0.0916143110613726	0.09411514557238353	-0.0025008345110109215
214	distilbert-base-uncased	White vs Hispanic	2	M3	0.28888888888888886	-0.006974595370573088	0.08488401406987876	0.09185860944045186	-0.0069745953705731
215	distilbert-base-uncased	White vs Hispanic	2	M4	0.26666666666666666	-0.007917857392264221	0.09249300754842499	0.10041086494068921	-0.007917857392264221
216	distilbert-base-uncased	White vs Hispanic	2	M5	0.319047619047619	-0.005473708209129174	0.10741498303936425	0.1128886912484934	-0.005473708209129152
217	distilbert-base-uncased	White vs Hispanic	2	M6	0.3142857142857143	-0.005589603637158035	0.09311078075677084	0.09870038439392889	-0.005589603637158047
218	distilbert-base-uncased	White vs Hispanic	2	M7	0.3142857142857143	-0.0034496187752146	0.08932539685577333	0.09277501563098793	-0.0034496187752146024
219	distilbert-base-uncased	White vs Hispanic	2	M8	0.3953488372093023	-0.0027495253501868783	0.09194578916825306	0.09469531451843993	-0.0027495253501868683
220	distilbert-base-uncased	White vs Hispanic	2	M9	0.385	-0.004042758454233992	0.08204751676028532	0.08609027521451931	-0.004042758454233991
221	distilbert-base-uncased	White vs Hispanic	7	D1	0.2	-0.0064315279737153655	0.10371601430330578	0.11014754227702113	-0.006431527973715351
222	distilbert-base-uncased	White vs Hispanic	7	D2	0.32	-0.00560945797275053	0.07923723653017074	0.08484669450292127	-0.005609457972750531
223	distilbert-base-uncased	White vs Hispanic	7	D3	0.325	-0.007154073419405907	0.07520533865863395	0.08235941207803986	-0.00715407341940591
224	distilbert-base-uncased	White vs Hispanic	7	D4	0.32	-0.005550018609792456	0.07645289843028874	0.0820029170400812	-0.005550018609792456
225	distilbert-base-uncased	White vs Hispanic	7	M1	0.44	-0.004014788112253875	0.08258441303099967	0.08659920114325353	-0.004014788112253864
226	distilbert-base-uncased	White vs Hispanic	7	M2	0.36666666666666664	-0.0032305724414375884	0.08283343218984854	0.08606400463128613	-0.003230572441437596
227	distilbert-base-uncased	White vs Hispanic	7	M3	0.37777777777777777	-0.007466535239169991	0.07162225755035045	0.07908879278952044	-0.007466535239169986
228	distilbert-base-uncased	White vs Hispanic	7	M4	0.36666666666666664	-0.009038718177665338	0.07630738798470697	0.08534610616237231	-0.009038718177665342
229	distilbert-base-uncased	White vs Hispanic	7	M5	0.3952380952380952	-0.006126616513141753	0.09448563824769816	0.10061225476083992	-0.006126616513141753
230	distilbert-base-uncased	White vs Hispanic	7	M6	0.4142857142857143	-0.0065340436533525845	0.0798863242312758	0.0864203678846284	-0.0065340436533525975
231	distilbert-base-uncased	White vs Hispanic	7	M7	0.35714285714285715	-0.0038093683271914164	0.07618546731713904	0.07999483564433046	-0.0038093683271914203
232	distilbert-base-uncased	White vs Hispanic	7	M8	0.46744186046511627	-0.00328871404292227	0.07899660751401905	0.08228532155694132	-0.003288714042922275
233	distilbert-base-uncased	White vs Hispanic	7	M9	0.49	-0.004735689930967056	0.06854594142692799	0.07328163135789505	-0.004735689930967055
